title,Token,stopword,stemmed,label
sudah beraksi di 50 lokasi sembilan pelaku curanmor berhasil dibekuk polres cimahi,"['sudah', 'beraksi', 'di', '50', 'lokasi', 'sembilan', 'pelaku', 'curanmor', 'berhasil', 'dibekuk', 'polres', 'cimahi']","['beraksi', '50', 'lokasi', 'sembilan', 'pelaku', 'curanmor', 'berhasil', 'dibekuk', 'polres', 'cimahi']",aksi 50 lokasi sembilan laku curanmor hasil bekuk polres cimahi,2
film ivanna tembus 1 juta penonton kurang dari satu pekan berikut ini sinopsisnya,"['film', 'ivanna', 'tembus', '1', 'juta', 'penonton', 'kurang', 'dari', 'satu', 'pekan', 'berikut', 'ini', 'sinopsisnya']","['film', 'ivanna', 'tembus', '1', 'juta', 'penonton', 'pekan', 'sinopsisnya']",film ivanna tembus 1 juta tonton pekan sinopsis,0
bikin haru setelah sekian lama ameena putri atta dan aurel akhirnya bertemu gen halilintar,"['bikin', 'haru', 'setelah', 'sekian', 'lama', 'ameena', 'putri', 'atta', 'dan', 'aurel', 'akhirnya', 'bertemu', 'gen', 'halilintar']","['bikin', 'haru', 'sekian', 'ameena', 'putri', 'atta', 'aurel', 'bertemu', 'gen', 'halilintar']",bikin haru sekian ameena putri atta aurel temu gen halilintar,0
bocoran alchemy of souls episode 9 tayang jam berapa simak jadwal tayangnya dan link nontonnya,"['bocoran', 'alchemy', 'of', 'souls', 'episode', '9', 'tayang', 'jam', 'berapa', 'simak', 'jadwal', 'tayangnya', 'dan', 'link', 'nontonnya']","['bocoran', 'alchemy', 'of', 'souls', 'episode', '9', 'tayang', 'jam', 'simak', 'jadwal', 'tayangnya', 'link', 'nontonnya']",bocor alchemy of souls episode 9 tayang jam simak jadwal tayang link nontonnya,0
jadwal sim keliling kabupaten bandung hari jumat 15 juli 2022 lokasinya di baleendah dan soreang,"['jadwal', 'sim', 'keliling', 'kabupaten', 'bandung', 'hari', 'jumat', '15', 'juli', '2022', 'lokasinya', 'di', 'baleendah', 'dan', 'soreang']","['jadwal', 'sim', 'keliling', 'kabupaten', 'jumat', '15', 'juli', '2022', 'lokasinya', 'baleendah', 'soreang']",jadwal sim keliling kabupaten jumat 15 juli 2022 lokasi baleendah soreang,0
wajib tahu terlalu sering minum minuman manis kemasan ternyata bisa picu penyakit kanker mematikan,"['wajib', 'tahu', 'terlalu', 'sering', 'minum', 'minuman', 'manis', 'kemasan', 'ternyata', 'bisa', 'picu', 'penyakit', 'kanker', 'mematikan']","['wajib', 'minum', 'minuman', 'manis', 'kemasan', 'picu', 'penyakit', 'kanker', 'mematikan']",wajib minum minum manis kemas picu sakit kanker mati,2
lagi viral ini link test usia mental indonesia cukup klik link berikut,"['lagi', 'viral', 'ini', 'link', 'test', 'usia', 'mental', 'indonesia', 'cukup', 'klik', 'link', 'berikut']","['viral', 'link', 'test', 'usia', 'mental', 'indonesia', 'klik', 'link']",viral link test usia mental indonesia klik link,0
postingan anya geraldine bikin warganet 'meleleh' saat kenakan tanktop putih,"['postingan', 'anya', 'geraldine', 'bikin', 'warganet', ""'"", 'meleleh', ""'"", 'saat', 'kenakan', 'tanktop', 'putih']","['postingan', 'anya', 'geraldine', 'bikin', 'warganet', ""'"", 'meleleh', ""'"", 'kenakan', 'tanktop', 'putih']",postingan anya geraldine bikin warganet  leleh  kena tanktop putih,0
potret glenca chysara dengan ootd bergaya trendi tampil memesona dan dipuji warganet,"['potret', 'glenca', 'chysara', 'dengan', 'ootd', 'bergaya', 'trendi', 'tampil', 'memesona', 'dan', 'dipuji', 'warganet']","['potret', 'glenca', 'chysara', 'ootd', 'bergaya', 'trendi', 'tampil', 'memesona', 'dipuji', 'warganet']",potret glenca chysara ootd gaya trendi tampil pesona puji warganet,1
manchester city lirik bek brighton marc cucurella jadi opsi terbaik untuk pep guardiola,"['manchester', 'city', 'lirik', 'bek', 'brighton', 'marc', 'cucurella', 'jadi', 'opsi', 'terbaik', 'untuk', 'pep', 'guardiola']","['manchester', 'city', 'lirik', 'bek', 'brighton', 'marc', 'cucurella', 'opsi', 'terbaik', 'pep', 'guardiola']",manchester city lirik bek brighton marc cucurella opsi baik pep guardiola,0
jadwal nonton film detective conan the bride of halloween di bioskop cgv bandung kamis 21 juli 2022,"['jadwal', 'nonton', 'film', 'detective', 'conan', 'the', 'bride', 'of', 'halloween', 'di', 'bioskop', 'cgv', 'bandung', 'kamis', '21', 'juli', '2022']","['jadwal', 'nonton', 'film', 'detective', 'conan', 'the', 'bride', 'of', 'halloween', 'bioskop', 'cgv', 'kamis', '21', 'juli', '2022']",jadwal nonton film detective conan the bride of halloween bioskop cgv kamis 21 juli 2022,0
apa itu istilah 'hangry' saat lapar simak penjelasan lengkapnya,"['apa', 'itu', 'istilah', ""'"", 'hangry', ""'"", 'saat', 'lapar', 'simak', 'penjelasan', 'lengkapnya']","['istilah', ""'"", 'hangry', ""'"", 'lapar', 'simak', 'penjelasan', 'lengkapnya']",istilah  hangry  lapar simak jelas lengkap,0
cha eun woo kunjungi jakarta besok penggemar dibuat tak sabar,"['cha', 'eun', 'woo', 'kunjungi', 'jakarta', 'besok', 'penggemar', 'dibuat', 'tak', 'sabar']","['cha', 'eun', 'woo', 'kunjungi', 'jakarta', 'besok', 'penggemar', 'sabar']",cha eun woo kunjung jakarta besok gemar sabar,0
kpk yakin ada alat bukti bendahara umum pbnu mardani maming terima suap rp1043 miliar,"['kpk', 'yakin', 'ada', 'alat', 'bukti', 'bendahara', 'umum', 'pbnu', 'mardani', 'maming', 'terima', 'suap', 'rp1043', 'miliar']","['kpk', 'alat', 'bukti', 'bendahara', 'pbnu', 'mardani', 'maming', 'terima', 'suap', 'rp1043', 'miliar']",kpk alat bukti bendahara pbnu mardani maming terima suap rp1043 miliar,2
ini besaran gaji dan tunjangan pppk 2022 yang diterima setiap gelombang paling tinggi rp 6 juta,"['ini', 'besaran', 'gaji', 'dan', 'tunjangan', 'pppk', '2022', 'yang', 'diterima', 'setiap', 'gelombang', 'paling', 'tinggi', 'rp', '6', 'juta']","['besaran', 'gaji', 'tunjangan', 'pppk', '2022', 'diterima', 'gelombang', 'rp', '6', 'juta']",besar gaji tunjang pppk 2022 terima gelombang rp 6 juta,0
dian sastro dan putri marino lagi jadi perbincangan keduanya bakal bintangi film gadis kretek,"['dian', 'sastro', 'dan', 'putri', 'marino', 'lagi', 'jadi', 'perbincangan', 'keduanya', 'bakal', 'bintangi', 'film', 'gadis', 'kretek']","['dian', 'sastro', 'putri', 'marino', 'perbincangan', 'bintangi', 'film', 'gadis', 'kretek']",dian sastro putri marino bincang bintang film gadis kretek,0
tayang besok ini jadwal nonton film ivanna di bioskop xxi bogor kamis 14 juli 2022,"['tayang', 'besok', 'ini', 'jadwal', 'nonton', 'film', 'ivanna', 'di', 'bioskop', 'xxi', 'bogor', 'kamis', '14', 'juli', '2022']","['tayang', 'besok', 'jadwal', 'nonton', 'film', 'ivanna', 'bioskop', 'xxi', 'bogor', 'kamis', '14', 'juli', '2022']",tayang besok jadwal nonton film ivanna bioskop xxi bogor kamis 14 juli 2022,0
diduga kabur ke papua nugini bupati mamberamo tengah ricky ham pagawak jadi dpo kpk,"['diduga', 'kabur', 'ke', 'papua', 'nugini', 'bupati', 'mamberamo', 'tengah', 'ricky', 'ham', 'pagawak', 'jadi', 'dpo', 'kpk']","['diduga', 'kabur', 'papua', 'nugini', 'bupati', 'mamberamo', 'ricky', 'ham', 'pagawak', 'dpo', 'kpk']",duga kabur papua nugini bupati mamberamo ricky ham pagawak dpo kpk,2
google fb dan whatsapp terancam diblokir pada 20 juli 2022,"['google', 'fb', 'dan', 'whatsapp', 'terancam', 'diblokir', 'pada', '20', 'juli', '2022']","['google', 'fb', 'whatsapp', 'terancam', 'diblokir', '20', 'juli', '2022']",google fb whatsapp ancam blokir 20 juli 2022,2
arti asmaul husna ar rahman ar rahim dan al malik yuk kita hafalkan dan selalu menyebutnya,"['arti', 'asmaul', 'husna', 'ar', 'rahman', 'ar', 'rahim', 'dan', 'al', 'malik', 'yuk', 'kita', 'hafalkan', 'dan', 'selalu', 'menyebutnya']","['arti', 'asmaul', 'husna', 'ar', 'rahman', 'ar', 'rahim', 'al', 'malik', 'yuk', 'hafalkan', 'menyebutnya']",arti asmaul husna ar rahman ar rahim al malik yuk hafal sebut,0
18 nama peserta junior masterchef indonesia 2022 lengkap dengan asal dan akun instagram,"['18', 'nama', 'peserta', 'junior', 'masterchef', 'indonesia', '2022', 'lengkap', 'dengan', 'asal', 'dan', 'akun', 'instagram']","['18', 'nama', 'peserta', 'junior', 'masterchef', 'indonesia', '2022', 'lengkap', 'akun', 'instagram']",18 nama serta junior masterchef indonesia 2022 lengkap akun instagram,0
cerita aisyah aqilah alami hal mistis saat syuting the sacred riana 2 bloody mary,"['cerita', 'aisyah', 'aqilah', 'alami', 'hal', 'mistis', 'saat', 'syuting', 'the', 'sacred', 'riana', '2', 'bloody', 'mary']","['cerita', 'aisyah', 'aqilah', 'alami', 'mistis', 'syuting', 'the', 'sacred', 'riana', '2', 'bloody', 'mary']",cerita aisyah aqilah alami mistis syuting the sacred riana 2 bloody mary,0
syifa hadju tampil kenakan mini dress seharga rp3 jutaan di hari ulang tahunnya ke-22,"['syifa', 'hadju', 'tampil', 'kenakan', 'mini', 'dress', 'seharga', 'rp3', 'jutaan', 'di', 'hari', 'ulang', 'tahunnya', 'ke', '-', '22']","['syifa', 'hadju', 'tampil', 'kenakan', 'mini', 'dress', 'seharga', 'rp3', 'jutaan', 'ulang', 'tahunnya', '-', '22']",syifa hadju tampil kena mini dress harga rp3 juta ulang tahun - 22,0
doa setelah sholat istikharah lengkap bacaan latin dan artinya,"['doa', 'setelah', 'sholat', 'istikharah', 'lengkap', 'bacaan', 'latin', 'dan', 'artinya']","['doa', 'sholat', 'istikharah', 'lengkap', 'bacaan', 'latin']",doa sholat istikharah lengkap baca latin,0
jadwal pertandingan liga 1 pekan perdana bhayangkara fc vs persib psis vs rans nusantara jadi pembuka,"['jadwal', 'pertandingan', 'liga', '1', 'pekan', 'perdana', 'bhayangkara', 'fc', 'vs', 'persib', 'psis', 'vs', 'rans', 'nusantara', 'jadi', 'pembuka']","['jadwal', 'pertandingan', 'liga', '1', 'pekan', 'perdana', 'bhayangkara', 'fc', 'vs', 'persib', 'psis', 'vs', 'rans', 'nusantara', 'pembuka']",jadwal tanding liga 1 pekan perdana bhayangkara fc vs persib psis vs rans nusantara buka,0
jelang hari pernikahan via vallen mulai deg-degan dan bagikan potret prewedding,"['jelang', 'hari', 'pernikahan', 'via', 'vallen', 'mulai', 'deg', '-', 'degan', 'dan', 'bagikan', 'potret', 'prewedding']","['jelang', 'pernikahan', 'via', 'vallen', 'deg', '-', 'degan', 'bagikan', 'potret', 'prewedding']",jelang nikah via vallen deg - degan bagi potret prewedding,0
festival gudfest 2022 digelar di stadion madya senayan jakarta 18-20 november ini dia harga tiketnya,"['festival', 'gudfest', '2022', 'digelar', 'di', 'stadion', 'madya', 'senayan', 'jakarta', '18', '-', '20', 'november', 'ini', 'dia', 'harga', 'tiketnya']","['festival', 'gudfest', '2022', 'digelar', 'stadion', 'madya', 'senayan', 'jakarta', '18', '-', '20', 'november', 'harga', 'tiketnya']",festival gudfest 2022 gelar stadion madya senayan jakarta 18 - 20 november harga tiket,0
bikin semangat ke sekolah ini 5 yel-yel mpls siswa baru smp sma dan smk pakai lagu hits di tiktok,"['bikin', 'semangat', 'ke', 'sekolah', 'ini', '5', 'yel', '-', 'yel', 'mpls', 'siswa', 'baru', 'smp', 'sma', 'dan', 'smk', 'pakai', 'lagu', 'hits', 'di', 'tiktok']","['bikin', 'semangat', 'sekolah', '5', 'yel', '-', 'yel', 'mpls', 'siswa', 'smp', 'sma', 'smk', 'pakai', 'lagu', 'hits', 'tiktok']",bikin semangat sekolah 5 yel - yel mpls siswa smp sma smk pakai lagu hits tiktok,0
jadwal liga 1 bhayangkara vs persib petang ini persikabo vs persebaya besok,"['jadwal', 'liga', '1', 'bhayangkara', 'vs', 'persib', 'petang', 'ini', 'persikabo', 'vs', 'persebaya', 'besok']","['jadwal', 'liga', '1', 'bhayangkara', 'vs', 'persib', 'petang', 'persikabo', 'vs', 'persebaya', 'besok']",jadwal liga 1 bhayangkara vs persib petang persikabo vs baya besok,0
jadwal sim keliling kabupaten bandung hari kamis 14 juli 2022 cek lokasi lengkapnya,"['jadwal', 'sim', 'keliling', 'kabupaten', 'bandung', 'hari', 'kamis', '14', 'juli', '2022', 'cek', 'lokasi', 'lengkapnya']","['jadwal', 'sim', 'keliling', 'kabupaten', 'kamis', '14', 'juli', '2022', 'cek', 'lokasi', 'lengkapnya']",jadwal sim keliling kabupaten kamis 14 juli 2022 cek lokasi lengkap,0
link dan langkah tes usia mental bahasa indonesia berikut cara main mental age test,"['link', 'dan', 'langkah', 'tes', 'usia', 'mental', 'bahasa', 'indonesia', 'berikut', 'cara', 'main', 'mental', 'age', 'test']","['link', 'langkah', 'tes', 'usia', 'mental', 'bahasa', 'indonesia', 'main', 'mental', 'age', 'test']",link langkah tes usia mental bahasa indonesia main mental age test,0
lirik lagu sekali seumur hidup lesti kejora yang baru rilis,"['lirik', 'lagu', 'sekali', 'seumur', 'hidup', 'lesti', 'kejora', 'yang', 'baru', 'rilis']","['lirik', 'lagu', 'seumur', 'hidup', 'lesti', 'kejora', 'rilis']",lirik lagu umur hidup lesti kejora rilis,0
masih tayang ivanna telah sapa lebih dari 500 ribu orang di bioskop,"['masih', 'tayang', 'ivanna', 'telah', 'sapa', 'lebih', 'dari', '500', 'ribu', 'orang', 'di', 'bioskop']","['tayang', 'ivanna', 'sapa', '500', 'ribu', 'orang', 'bioskop']",tayang ivanna sapa 500 ribu orang bioskop,0
33 jawaban minuman teka-teki mpls untuk smp sma dan smk sirup alfabet minuman spiritus dan darah beku,"['33', 'jawaban', 'minuman', 'teka', '-', 'teki', 'mpls', 'untuk', 'smp', 'sma', 'dan', 'smk', 'sirup', 'alfabet', 'minuman', 'spiritus', 'dan', 'darah', 'beku']","['33', 'minuman', 'teka', '-', 'teki', 'mpls', 'smp', 'sma', 'smk', 'sirup', 'alfabet', 'minuman', 'spiritus', 'darah', 'beku']",33 minum teka - teki mpls smp sma smk sirup alfabet minum spiritus darah beku,0
ribuan santri dan ulama karawang dukung ganjar pranowo jadi presiden,"['ribuan', 'santri', 'dan', 'ulama', 'karawang', 'dukung', 'ganjar', 'pranowo', 'jadi', 'presiden']","['ribuan', 'santri', 'ulama', 'karawang', 'dukung', 'ganjar', 'pranowo', 'presiden']",ribu santri ulama karawang dukung ganjar pranowo presiden,1
krisdayanti dan ameena hanna nur atta selfie bareng geni faruk warganet doakan kebahagiaan mereka,"['krisdayanti', 'dan', 'ameena', 'hanna', 'nur', 'atta', 'selfie', 'bareng', 'geni', 'faruk', 'warganet', 'doakan', 'kebahagiaan', 'mereka']","['krisdayanti', 'ameena', 'hanna', 'nur', 'atta', 'selfie', 'bareng', 'geni', 'faruk', 'warganet', 'doakan', 'kebahagiaan']",krisdayanti ameena hanna nur atta selfie bareng gen faruk warganet doa bahagia,0
jawaban 35 teka-teki mpls snack dari dodol sapi snack cadel tongkat badai spongebob lembek,"['jawaban', '35', 'teka', '-', 'teki', 'mpls', 'snack', 'dari', 'dodol', 'sapi', 'snack', 'cadel', 'tongkat', 'badai', 'spongebob', 'lembek']","['35', 'teka', '-', 'teki', 'mpls', 'snack', 'dodol', 'sapi', 'snack', 'cadel', 'tongkat', 'badai', 'spongebob', 'lembek']",35 teka - teki mpls snack dodol sapi snack cadel tongkat badai spongebob lembek,0
indonesia vs china perebutan tiket perempat final fiba asian cup senin 18 juli 2022 petang nanti,"['indonesia', 'vs', 'china', 'perebutan', 'tiket', 'perempat', 'final', 'fiba', 'asian', 'cup', 'senin', '18', 'juli', '2022', 'petang', 'nanti']","['indonesia', 'vs', 'china', 'perebutan', 'tiket', 'perempat', 'final', 'fiba', 'asian', 'cup', 'senin', '18', 'juli', '2022', 'petang']",indonesia vs china rebut tiket empat final fiba asi cup senin 18 juli 2022 petang,0
ini bacaan doa sebelum dan sesudah tidur lengkap dengan artinya amalkan yuk,"['ini', 'bacaan', 'doa', 'sebelum', 'dan', 'sesudah', 'tidur', 'lengkap', 'dengan', 'artinya', 'amalkan', 'yuk']","['bacaan', 'doa', 'tidur', 'lengkap', 'amalkan', 'yuk']",baca doa tidur lengkap amal yuk,0
jadwal nonton ivanna weekend 16-17 juli 2022 di bioskop batam dan harga tiketnya,"['jadwal', 'nonton', 'ivanna', 'weekend', '16', '-', '17', 'juli', '2022', 'di', 'bioskop', 'batam', 'dan', 'harga', 'tiketnya']","['jadwal', 'nonton', 'ivanna', 'weekend', '16', '-', '17', 'juli', '2022', 'bioskop', 'batam', 'harga', 'tiketnya']",jadwal nonton ivanna weekend 16 - 17 juli 2022 bioskop batam harga tiket,0
lokasi sim keliling polres cimahi hadir di tempat ini kamis 14 juli 2022,"['lokasi', 'sim', 'keliling', 'polres', 'cimahi', 'hadir', 'di', 'tempat', 'ini', 'kamis', '14', 'juli', '2022']","['lokasi', 'sim', 'keliling', 'polres', 'cimahi', 'hadir', 'kamis', '14', 'juli', '2022']",lokasi sim keliling polres cimahi hadir kamis 14 juli 2022,0
5 fakta kenapa di kamar hotel gak ada guling dan ternyata ini alasannya,"['5', 'fakta', 'kenapa', 'di', 'kamar', 'hotel', 'gak', 'ada', 'guling', 'dan', 'ternyata', 'ini', 'alasannya']","['5', 'fakta', 'kamar', 'hotel', 'gak', 'guling', 'alasannya']",5 fakta kamar hotel gak guling alas,0
bikin ngiler intip resep dan cara membuat oseng kerang dara cocok untuk hidangan makan siang,"['bikin', 'ngiler', 'intip', 'resep', 'dan', 'cara', 'membuat', 'oseng', 'kerang', 'dara', 'cocok', 'untuk', 'hidangan', 'makan', 'siang']","['bikin', 'ngiler', 'intip', 'resep', 'oseng', 'kerang', 'dara', 'cocok', 'hidangan', 'makan', 'siang']",bikin ngiler intip resep oseng kerang dara cocok hidang makan siang,0
jadwal sim keliling kota bandung hari kamis 14 juli 2022 hadir di dua lokasi,"['jadwal', 'sim', 'keliling', 'kota', 'bandung', 'hari', 'kamis', '14', 'juli', '2022', 'hadir', 'di', 'dua', 'lokasi']","['jadwal', 'sim', 'keliling', 'kota', 'kamis', '14', 'juli', '2022', 'hadir', 'lokasi']",jadwal sim keliling kota kamis 14 juli 2022 hadir lokasi,0
kumpulan contoh susunan upacara pembukaan mpls untuk smp sma dan smk singkat jelas tapi penuh makna,"['kumpulan', 'contoh', 'susunan', 'upacara', 'pembukaan', 'mpls', 'untuk', 'smp', 'sma', 'dan', 'smk', 'singkat', 'jelas', 'tapi', 'penuh', 'makna']","['kumpulan', 'contoh', 'susunan', 'upacara', 'pembukaan', 'mpls', 'smp', 'sma', 'smk', 'singkat', 'penuh', 'makna']",kumpul contoh susun upacara buka mpls smp sma smk singkat penuh makna,0
refal hady kembali menarik perhatian bikin kaum hawa 'meleleh' lagi,"['refal', 'hady', 'kembali', 'menarik', 'perhatian', 'bikin', 'kaum', 'hawa', ""'"", 'meleleh', ""'"", 'lagi']","['refal', 'hady', 'menarik', 'perhatian', 'bikin', 'kaum', 'hawa', ""'"", 'meleleh', ""'""]",refal hady tarik perhati bikin kaum hawa  leleh ,0
11 tempat terlarang dan tak bisa dikunjungi di dunia nomor 3 nyawa taruhannya,"['11', 'tempat', 'terlarang', 'dan', 'tak', 'bisa', 'dikunjungi', 'di', 'dunia', 'nomor', '3', 'nyawa', 'taruhannya']","['11', 'terlarang', 'dikunjungi', 'dunia', 'nomor', '3', 'nyawa', 'taruhannya']",11 larang kunjung dunia nomor 3 nyawa taruh,0
bocoran 25 jawaban teka teki mpls edisi minuman minuman aku kamu minuman putih tidur air tanah,"['bocoran', '25', 'jawaban', 'teka', 'teki', 'mpls', 'edisi', 'minuman', 'minuman', 'aku', 'kamu', 'minuman', 'putih', 'tidur', 'air', 'tanah']","['bocoran', '25', 'teka', 'teki', 'mpls', 'edisi', 'minuman', 'minuman', 'minuman', 'putih', 'tidur', 'air', 'tanah']",bocor 25 teka teki mpls edisi minum minum minum putih tidur air tanah,0
link download jadwal pelajaran kelas 1-6 sd/mi edisi kurikulum merdeka belajar,"['link', 'download', 'jadwal', 'pelajaran', 'kelas', '1', '-', '6', 'sd', '/', 'mi', 'edisi', 'kurikulum', 'merdeka', 'belajar']","['link', 'download', 'jadwal', 'pelajaran', 'kelas', '1', '-', '6', 'sd', '/', 'mi', 'edisi', 'kurikulum', 'merdeka', 'belajar']",link download jadwal ajar kelas 1 - 6 sd  mi edisi kurikulum merdeka ajar,0
catat guysâ ini 11 kepribadian pria yang bisa membuat wanita jatuh cinta,"['catat', 'guysâ', 'ini', '11', 'kepribadian', 'pria', 'yang', 'bisa', 'membuat', 'wanita', 'jatuh', 'cinta']","['catat', 'guysâ', '11', 'kepribadian', 'pria', 'wanita', 'jatuh', 'cinta']",catat guys 11 pribadi pria wanita jatuh cinta,0
contoh teks sambutan ketua rt yang berwibawa untuk hut kemerdekaan indonesia rabu 17 agustus 2022,"['contoh', 'teks', 'sambutan', 'ketua', 'rt', 'yang', 'berwibawa', 'untuk', 'hut', 'kemerdekaan', 'indonesia', 'rabu', '17', 'agustus', '2022']","['contoh', 'teks', 'sambutan', 'ketua', 'rt', 'berwibawa', 'hut', 'kemerdekaan', 'indonesia', 'rabu', '17', 'agustus', '2022']",contoh teks sambut ketua rt wibawa hut merdeka indonesia rabu 17 agustus 2022,0
asal usul dan cara main tes usia mental yang lagi viral di medsos ternyata awalnya dari negara ini,"['asal', 'usul', 'dan', 'cara', 'main', 'tes', 'usia', 'mental', 'yang', 'lagi', 'viral', 'di', 'medsos', 'ternyata', 'awalnya', 'dari', 'negara', 'ini']","['usul', 'main', 'tes', 'usia', 'mental', 'viral', 'medsos', 'negara']",usul main tes usia mental viral medsos negara,0
